dataset,model,layer,heldout,seed,method,auroc,id_acc
chaosnli_snli,gemma,0,1,0,GPP neg-latent-var,0.5109937067826897,0.5734597156398105
chaosnli_snli,gemma,0,1,0,GPP -MI,0.5090319322507965,0.5734597156398105
chaosnli_snli,gemma,0,1,0,Maha,0.5241239996892239,0.5734597156398105
chaosnli_snli,gemma,0,1,0,MSP,0.45192681221350317,0.5734597156398105
chaosnli_snli,gemma,0,1,0,kNN,0.5097506021288167,0.5734597156398105
chaosnli_snli,gemma,0,1,0,LPE -var,0.4906961386061689,0.5734597156398105
chaosnli_snli,gemma,0,1,1,GPP neg-latent-var,0.5109937067826897,0.5734597156398105
chaosnli_snli,gemma,0,1,1,GPP -MI,0.5090125087405797,0.5734597156398105
chaosnli_snli,gemma,0,1,1,Maha,0.5241239996892239,0.5734597156398105
chaosnli_snli,gemma,0,1,1,MSP,0.45192681221350317,0.5734597156398105
chaosnli_snli,gemma,0,1,1,kNN,0.5097506021288167,0.5734597156398105
chaosnli_snli,gemma,0,1,1,LPE -var,0.5094204024551316,0.5734597156398105
chaosnli_snli,gemma,0,1,2,GPP neg-latent-var,0.5109937067826897,0.5734597156398105
chaosnli_snli,gemma,0,1,2,GPP -MI,0.5090319322507965,0.5734597156398105
chaosnli_snli,gemma,0,1,2,Maha,0.5241239996892239,0.5734597156398105
chaosnli_snli,gemma,0,1,2,MSP,0.45192681221350317,0.5734597156398105
chaosnli_snli,gemma,0,1,2,kNN,0.5097506021288167,0.5734597156398105
chaosnli_snli,gemma,0,1,2,LPE -var,0.497086473467485,0.5734597156398105
chaosnli_snli,gemma,0,0,0,GPP neg-latent-var,0.4688400230458997,0.6615853658536586
chaosnli_snli,gemma,0,0,0,GPP -MI,0.49841559439216443,0.6615853658536586
chaosnli_snli,gemma,0,0,0,Maha,0.5005281352026119,0.6615853658536586
chaosnli_snli,gemma,0,0,0,MSP,0.4991237756865758,0.6615853658536586
chaosnli_snli,gemma,0,0,0,kNN,0.49615901670827733,0.6615853658536586
chaosnli_snli,gemma,0,0,0,LPE -var,0.5052573458805454,0.6615853658536586
chaosnli_snli,gemma,0,0,1,GPP neg-latent-var,0.45849337430382175,0.6676829268292683
chaosnli_snli,gemma,0,0,1,GPP -MI,0.5182926829268293,0.6676829268292683
chaosnli_snli,gemma,0,0,1,Maha,0.4992077971960822,0.6676829268292683
