dataset,model,layer,method,seed,n_obs,soft_ce,jsd,tvd,entce,rankcs,acc,mean_alea,mean_mi,corrAlea_entropy,corrMI_entropy,corrAlea_norm_entropy,corrMI_norm_entropy,corrAlea_one_minus_max,corrMI_one_minus_max,corrAlea_gini,corrMI_gini,corrAlea_top2_margin,corrMI_top2_margin,corrAleaS_entropy,corrMIS_entropy,mono_alea
chaosnli_snli,llama,0,GPP-cosine,0,64,1.0380182831785327,0.18821865758447515,0.3915759806449597,0.45200802746817703,0.5362637362637362,0.5362637362637362,0.9925584197044373,0.006594601087272167,-0.05963095158016429,-0.03202703081349627,-0.05963095158016431,-0.032027030813496275,-0.10312785808668647,-0.02193280487262013,-0.09002199517179102,-0.038077292085107906,-0.11490093346515873,-0.027238750327979996,-0.07452019998956555,-0.05861837773965447,-0.7999999999999999
chaosnli_snli,llama,0,GPP-rbf,0,64,1.1114230204001463,0.19902133549296838,0.3946460222436504,0.3485597472608657,0.5032967032967033,0.5032967032967033,0.67896568775177,0.1922735869884491,-0.03956372832492547,-0.044814491955787045,-0.03956372832492547,-0.04481449195578704,-0.05375290265421506,-0.04587284461503902,-0.058727705316831,-0.059420108447111444,-0.06631662388044629,-0.05369442378909266,-0.05050628686476637,-0.04477790822071368,-0.39999999999999997
chaosnli_snli,llama,0,GPP-laplace,0,64,1.0397385568101016,0.19546515329886865,0.40634600200823373,0.5071141019740769,0.5362637362637362,0.5362637362637362,0.6859435439109802,0.37059271335601807,-0.06070990993552929,-0.04299384259420799,-0.060709909935529285,-0.04299384259420799,-0.039486113850587354,-0.04012730427845194,-0.05972357805159419,-0.04720681171450048,-0.03868828841549711,-0.04294033591956353,-0.0415376087261756,-0.04462808840095797,-0.19999999999999998
chaosnli_snli,llama,0,LPE,0,64,1.2534095874120927,0.2234120183825525,0.41301180899685636,0.29744491247205634,0.47692307692307695,0.47692307692307695,0.6188333034515381,0.11945316195487976,-0.01033672188220236,-0.044502858044962,-0.010336721882202353,-0.04450285804496197,-0.012952804114890873,-0.06199395677381485,-0.02082158543276814,-0.05088688806503387,-0.023622790382858493,-0.06326522205634298,-0.022053706784092245,-0.0610426587040408,-0.19999999999999998
chaosnli_snli,llama,0,LP-temp,0,64,1.0680089244476612,0.20944813691666056,0.4261689762810781,0.535370171828235,0.4593406593406593,0.4593406593406593,1.0850352078635142,,-0.030894202320448927,,-0.030894202320448923,,-0.03335299642858125,,-0.037296554369948935,,-0.04110687538586484,,-0.022805353838989125,,-1.0
chaosnli_snli,llama,0,GPP-cosine,0,256,1.0323319749152067,0.19227109038969276,0.4021601649594831,0.5030198025659119,0.5362637362637362,0.5362637362637362,1.0473010540008545,0.004681360442191362,-0.045650757560692604,-0.027010863447188768,-0.04565075756069258,-0.02701086344718876,-0.06110821345072979,-0.009998605087547595,-0.053452377110698855,-0.02741074806833642,-0.05982391383283038,-0.012419927038370674,-0.05094332503795684,-0.0447995701281185,-0.39999999999999997
chaosnli_snli,llama,0,GPP-rbf,0,256,1.084624602055148,0.20265820131137602,0.4060475078176011,0.4390487985349237,0.5076923076923077,0.5076923076923077,0.6521617770195007,0.3216319978237152,-0.08211184292426574,-0.07948129952021396,-0.08211184292426574,-0.07948129952021396,-0.061575580117470954,-0.061861242385949936,-0.06907637786449917,-0.06777425041463109,-0.05364503477141426,-0.05540324897897105,-0.09556147641005347,-0.07191676212679515,-0.39999999999999997
chaosnli_snli,llama,0,GPP-laplace,0,256,1.04118764242111,0.1941066999849416,0.4019598061239326,0.4906229665922262,0.5230769230769231,0.5230769230769231,0.6770756244659424,0.36192038655281067,-0.07344743708433592,-0.06588163291536149,-0.07344743708433592,-0.06588163291536148,-0.04342527106662382,-0.04810860280696017,-0.06314086636397222,-0.057980802142125275,-0.036700585865041845,-0.043555785735521664,-0.06541004658750646,-0.05305414912440224,-0.39999999999999997
chaosnli_snli,llama,0,LPE,0,256,1.3842969495873994,0.2530294110940648,0.4405738001939336,0.3308641054068495,0.44395604395604393,0.44395604395604393,0.46371227502822876,0.300406277179718,-0.04640824137659158,-0.05666458159955697,-0.046408241376591566,-0.056664581599556944,-0.03396397332666597,-0.039440699749012584,-0.03620062562081665,-0.053813813939187424,-0.026498509020328243,-0.036939033721536646,-0.05798504766318442,-0.0785877571368109,-0.7999999999999999
chaosnli_snli,llama,0,LP-temp,0,256,1.0934304113813949,0.2205328229447315,0.4415204717169647,0.5480350035615454,0.42417582417582417,0.42417582417582417,1.0977756782764838,,-0.07171782601984117,,-0.07171782601984117,,-0.05598434570161802,,-0.058640221284237154,,-0.044648786136802725,,-0.0724041861322249,,-0.19999999999999998
chaosnli_snli,llama,0,GPP-cosine,0,1024,1.0298082739523489,0.186837447061755,0.3911957734151856,0.46477157124912516,0.5362637362637362,0.5362637362637362,1.0087476968765259,0.003260041819885373,-0.05926950030359805,-0.026019557761851428,-0.059269500303598045,-0.026019557761851424,-0.07823737547533555,-0.012172740721936857,-0.07686854985379817,-0.030296317172455792,-0.08367404700027996,-0.015859896226989578,-0.060268908129817715,-0.04650204938910298,-0.19999999999999998
chaosnli_snli,llama,0,GPP-rbf,0,1024,1.2344302163426915,0.22361982615805875,0.41937119335007783,0.33712093642284796,0.4967032967032967,0.4967032967032967,0.5445394515991211,0.24339309334754944,-0.08210291090866642,-0.07468166856386974,-0.08210291090866641,-0.07468166856386971,-0.07704933165707517,-0.06211062887789637,-0.08556833684000736,-0.07019112559188889,-0.07881479897658628,-0.057816639935419675,-0.08163135441901666,-0.08137745059182859,-0.39999999999999997
chaosnli_snli,llama,0,GPP-laplace,0,1024,1.0756038337773983,0.19348217638875465,0.3903730553257596,0.3866104493171828,0.5340659340659341,0.5340659340659341,0.6046488285064697,0.3175549805164337,-0.06495795664916913,-0.058025930653833914,-0.06495795664916912,-0.058025930653833886,-0.053018881962260817,-0.04175735725527154,-0.06732500305400343,-0.055165524951576526,-0.052686694923404956,-0.03642036263246119,-0.059648289718304125,-0.05278689868734883,-0.19999999999999998
chaosnli_snli,llama,0,LPE,0,1024,1.4327636843177687,0.24238708052322575,0.43107497738087186,0.3190132152073998,0.4461538461538462,0.4461538461538462,0.26529762148857117,0.48938480019569397,-0.006487405657383545,-0.034016924356046516,-0.0064874056573835485,-0.0340169243560465,-0.01079037023269589,-0.03861743508933389,-0.014949739416049913,-0.05013365081927737,-0.022958839532959355,-0.05308906801822455,-0.0013360844895306855,-0.020116623145158836,-0.19999999999999998
chaosnli_snli,llama,0,LP-temp,0,1024,1.0799688818887088,0.21492871603567665,0.4342460965219106,0.5443199868293717,0.4307692307692308,0.4307692307692308,1.0940610020713633,,0.002375371992109878,,0.0023753719921098815,,-0.015173386013540738,,-0.011503093542167369,,-0.02629127797336722,,-0.035044015160896114,,0.39999999999999997
chaosnli_snli,llama,0,GPP-cosine,1,16,1.570627187165376,0.22986024546358363,0.3902571677445219,0.2064673865953881,0.5362637362637362,0.5362637362637362,0.669230580329895,0.009222464635968208,0.021979203808301796,-0.009066617534796198,0.021979203808301824,-0.00906661753479621,0.013903179272234912,0.005456170957109945,0.021863881568640567,-0.010543289042566281,0.017526777528216617,0.0020075722988543744,0.031351265354125586,-0.04162532609266232,0.7999999999999999
