dataset,model,layer,heldout,seed,method,auroc,id_acc
chaosnli_snli,llama,0,1,0,GPP neg-latent-var,0.4942894879962707,0.6018957345971564
chaosnli_snli,llama,0,1,0,GPP -MI,0.4957753865278533,0.6018957345971564
chaosnli_snli,llama,0,1,0,Maha,0.4983684251417917,0.6018957345971564
chaosnli_snli,llama,0,1,0,MSP,0.5250174811591952,0.6018957345971564
chaosnli_snli,llama,0,1,0,kNN,0.4850827441535234,0.6018957345971564
chaosnli_snli,llama,0,1,0,LPE -var,0.508060756739958,0.6018957345971564
chaosnli_snli,llama,0,1,1,GPP neg-latent-var,0.49428948799627065,0.6018957345971564
chaosnli_snli,llama,0,1,1,GPP -MI,0.49576567477274497,0.6018957345971564
chaosnli_snli,llama,0,1,1,Maha,0.4983684251417917,0.6018957345971564
chaosnli_snli,llama,0,1,1,MSP,0.5250174811591952,0.6018957345971564
chaosnli_snli,llama,0,1,1,kNN,0.4850827441535234,0.6018957345971564
chaosnli_snli,llama,0,1,1,LPE -var,0.5024473622873126,0.6018957345971564
chaosnli_snli,llama,0,1,2,GPP neg-latent-var,0.4943089115064874,0.6018957345971564
chaosnli_snli,llama,0,1,2,GPP -MI,0.49589192758915396,0.6018957345971564
chaosnli_snli,llama,0,1,2,Maha,0.4983684251417917,0.6018957345971564
chaosnli_snli,llama,0,1,2,MSP,0.5250174811591952,0.6018957345971564
chaosnli_snli,llama,0,1,2,kNN,0.4850827441535234,0.6018957345971564
chaosnli_snli,llama,0,1,2,LPE -var,0.5004273172247689,0.6018957345971564
chaosnli_snli,llama,0,0,0,GPP neg-latent-var,0.5421547916266564,0.7439024390243902
chaosnli_snli,llama,0,0,0,GPP -MI,0.5403183214903015,0.7439024390243902
chaosnli_snli,llama,0,0,0,Maha,0.5338246591127329,0.7439024390243902
chaosnli_snli,llama,0,0,0,MSP,0.5518052621471097,0.7439024390243902
chaosnli_snli,llama,0,0,0,kNN,0.5165402342999807,0.7439024390243902
chaosnli_snli,llama,0,0,0,LPE -var,0.5151718840023046,0.7439024390243902
chaosnli_snli,llama,0,0,1,GPP neg-latent-var,0.541938736316497,0.7439024390243902
chaosnli_snli,llama,0,0,1,GPP -MI,0.5428749759938544,0.7439024390243902
chaosnli_snli,llama,0,0,1,Maha,0.5242462070289994,0.7439024390243902
chaosnli_snli,llama,0,0,1,MSP,0.49046956020741306,0.7439024390243902
chaosnli_snli,llama,0,0,1,kNN,0.5058334933743038,0.7439024390243902
chaosnli_snli,llama,0,0,1,LPE -var,0.5229258690224697,0.7439024390243902
chaosnli_snli,llama,0,0,2,GPP neg-latent-var,0.5420347608987901,0.7439024390243902
chaosnli_snli,llama,0,0,2,GPP -MI,0.535685135394661,0.7439024390243902
chaosnli_snli,llama,0,0,2,Maha,0.5247263299404648,0.7439024390243902
chaosnli_snli,llama,0,0,2,MSP,0.49401046667946996,0.7439024390243902
chaosnli_snli,llama,0,0,2,kNN,0.5048252352602266,0.7439024390243902
chaosnli_snli,llama,0,0,2,LPE -var,0.49992798156328017,0.7439024390243902
chaosnli_snli,llama,0,2,0,GPP neg-latent-var,0.45944037992555514,0.6576819407008087
chaosnli_snli,llama,0,2,0,GPP -MI,0.45652034398665126,0.6576819407008087
chaosnli_snli,llama,0,2,0,Maha,0.46893851880374793,0.6576819407008087
chaosnli_snli,llama,0,2,0,MSP,0.5542934154793993,0.6576819407008087
chaosnli_snli,llama,0,2,0,kNN,0.47689641894493645,0.6576819407008087
chaosnli_snli,llama,0,2,0,LPE -var,0.5008663842895649,0.6576819407008087
chaosnli_snli,llama,0,2,1,GPP neg-latent-var,0.4567449621357977,0.6576819407008087
chaosnli_snli,llama,0,2,1,GPP -MI,0.4573225516621743,0.6576819407008087
chaosnli_snli,llama,0,2,1,Maha,0.4642215376716725,0.6576819407008087
chaosnli_snli,llama,0,2,1,MSP,0.46897060711076877,0.6576819407008087
chaosnli_snli,llama,0,2,1,kNN,0.4807791040944679,0.6576819407008087
chaosnli_snli,llama,0,2,1,LPE -var,0.43421897060711073,0.6576819407008087
chaosnli_snli,llama,0,2,2,GPP neg-latent-var,0.4570979335130278,0.6576819407008087
chaosnli_snli,llama,0,2,2,GPP -MI,0.4553651649338981,0.6576819407008087
chaosnli_snli,llama,0,2,2,Maha,0.4638685662944423,0.6576819407008087
chaosnli_snli,llama,0,2,2,MSP,0.47753818508535484,0.6576819407008087
chaosnli_snli,llama,0,2,2,kNN,0.48119625208573996,0.6576819407008087
chaosnli_snli,llama,0,2,2,LPE -var,0.44131048645873444,0.6576819407008087
chaosnli_snli,llama,16,1,0,GPP neg-latent-var,0.4998640354284826,0.6966824644549763
chaosnli_snli,llama,16,1,0,GPP -MI,0.5043897133089892,0.6966824644549763
chaosnli_snli,llama,16,1,0,Maha,0.5276785020588921,0.6966824644549763
chaosnli_snli,llama,16,1,0,MSP,0.5765092067438428,0.6966824644549763
chaosnli_snli,llama,16,1,0,kNN,0.5042537487374719,0.6966824644549763
chaosnli_snli,llama,16,1,0,LPE -var,0.5763538186621087,0.6966824644549763
chaosnli_snli,llama,16,1,1,GPP neg-latent-var,0.49988345893869934,0.6966824644549763
chaosnli_snli,llama,16,1,1,GPP -MI,0.5043508662885556,0.6966824644549763
chaosnli_snli,llama,16,1,1,Maha,0.5276785020588921,0.6966824644549763
chaosnli_snli,llama,16,1,1,MSP,0.5765092067438428,0.6966824644549763
chaosnli_snli,llama,16,1,1,kNN,0.5042537487374719,0.6966824644549763
chaosnli_snli,llama,16,1,1,LPE -var,0.5821226011964882,0.6966824644549763
