dataset,model,layer,method,seed,n_obs,soft_ce,jsd,tvd,entce,rankcs,acc,mean_alea,mean_mi,corrAlea_entropy,corrMI_entropy,corrAlea_norm_entropy,corrMI_norm_entropy,corrAlea_one_minus_max,corrMI_one_minus_max,corrAlea_gini,corrMI_gini,corrAlea_top2_margin,corrMI_top2_margin,corrAleaS_entropy,corrMIS_entropy,mono_alea
chaosnli_snli,gemma,0,GPP-cosine,0,64,1.5846213323062899,0.2908354630358781,0.47749773526227146,0.3186660055855227,0.4043956043956044,0.4043956043956044,0.5390171408653259,0.18361446261405945,-0.017245807381723068,-0.040911247439854415,-0.017245807381723075,-0.0409112474398544,-0.0364478962402197,-0.05399505810425553,-0.03709132856791363,-0.06338394822688667,-0.04198354707808023,-0.060702320802044435,-0.016153914392181296,-0.03751941822872219,0.19999999999999998
chaosnli_snli,gemma,0,GPP-rbf,0,64,1.1082813239598133,0.19897933471851575,0.39390800604903764,0.35605708321713353,0.5098901098901099,0.5098901098901099,0.6807407140731812,0.20539350807666779,-0.009746234934240133,0.0007904498621434213,-0.009746234934240122,0.0007904498621434213,-0.03015357394032408,-0.007488677326701963,-0.02866406123613029,-0.021960935577221948,-0.039210134516107525,-0.021023376801419077,-0.017334127666175314,-0.01159740446583522,-0.39999999999999997
chaosnli_snli,gemma,0,GPP-laplace,0,64,1.043641244161671,0.19751300482878284,0.4097787089400239,0.5130697588301762,0.5362637362637362,0.5362637362637362,0.6894403696060181,0.3731900751590729,-0.04069873983582227,-0.026964739347208375,-0.04069873983582226,-0.02696473934720839,-0.03133757248279238,-0.03529872213806749,-0.04905858962869101,-0.04037181823110519,-0.03611299855562855,-0.04401025040522291,-0.017313935113937834,-0.02756022214914443,-0.39999999999999997
chaosnli_snli,gemma,0,LPE,0,64,1.2626603267621876,0.22440524558971958,0.4107600187626923,0.3033152035275195,0.4989010989010989,0.4989010989010989,0.6183643341064453,0.13382473587989807,0.014913891522850352,-0.029915275397581417,0.014913891522850366,-0.029915275397581407,0.0025730135561802675,-0.03615184397776734,0.003104722862137966,-0.033567227523909615,-0.003747067053604513,-0.03725638567725262,0.007581825623403068,-0.03075395774562069,-0.19999999999999998
chaosnli_snli,gemma,0,LP-temp,0,64,1.0687928765200554,0.20970420919339774,0.42668156159830706,0.5347477128452419,0.46153846153846156,0.46153846153846156,1.0842012514208246,,-0.004424610827082783,,-0.004424610827082787,,-0.013380773213529422,,-0.011969693867790957,,-0.017546771178374214,,-0.013938339149518305,,-0.39999999999999997
chaosnli_snli,gemma,0,GPP-cosine,0,256,1.6506635683999065,0.28880696154423896,0.4683294994532224,0.31328713297902744,0.4153846153846154,0.4153846153846154,0.5454849004745483,0.09037435054779053,-0.04052872353832362,-0.026401802330231424,-0.04052872353832361,-0.02640180233023143,-0.03475703006720027,-0.02623614347489587,-0.036499258392456685,-0.02823762189106495,-0.02972500328902838,-0.024601281450282887,-0.054496959436142196,-0.05401686080455255,0.0
chaosnli_snli,gemma,0,GPP-rbf,0,256,1.080141672241993,0.2044876180692185,0.4117206524852868,0.4648970689501705,0.5098901098901099,0.5098901098901099,0.6688272953033447,0.3374938666820526,-0.0257299446244018,-0.03762603969891244,-0.025729944624401813,-0.03762603969891244,-0.01820931510942306,-0.03300466685126352,-0.01685936066672474,-0.03205270162754439,-0.012288426210839063,-0.030785838616830367,-0.044209013318401484,-0.022511192305132023,0.0
chaosnli_snli,gemma,0,GPP-laplace,0,256,1.04366849969497,0.1961699104914827,0.40652329823473,0.5023680012778133,0.5318681318681319,0.5318681318681319,0.6842232346534729,0.3671651780605316,-0.01001408887027816,-0.012604770748024395,-0.010014088870278156,-0.012604770748024399,3.552095700979502e-05,-0.013116623194923573,-0.008146391412680039,-0.013652236109168086,0.002327793153327158,-0.014329324973655905,-0.0036212826331260767,-0.008475648629700783,0.39999999999999997
chaosnli_snli,gemma,0,LPE,0,256,1.4395269810287707,0.26217901006110234,0.44897378728293896,0.3145121409468688,0.4153846153846154,0.4153846153846154,0.44638389348983765,0.29182168841362,-0.007252669506274258,0.046514765038462066,-0.007252669506274246,0.04651476503846208,-0.004538959642819402,0.04465033494908838,0.002521217961266052,0.04097666164397051,0.004002249972825774,0.041686382627581606,-0.01309114374018538,0.034820559409321696,-0.39999999999999997
chaosnli_snli,gemma,0,LP-temp,0,256,1.0902236219004076,0.21910974320253637,0.43984182394698196,0.5467341426584783,0.4,0.4,1.0964529775722922,,-0.027999142078536047,,-0.027999142078536023,,-0.024186678785192702,,-0.01948012322659143,,-0.014123183711346472,,-0.014444299535708638,,-0.19999999999999998
chaosnli_snli,gemma,0,GPP-cosine,0,1024,1.3635144319717944,0.23903822833181232,0.42631889268219253,0.31280572667093276,0.46153846153846156,0.46153846153846156,0.7149039506912231,0.026628879830241203,-0.0423849442898388,-0.024315016083421702,-0.042384944289838807,-0.02431501608342167,-0.052403337637396095,-0.02443900026638185,-0.05003791956227065,-0.0352103446067531,-0.054489893851567425,-0.029564034646159094,-0.05272542924599498,-0.04660670372461957,-0.39999999999999997
chaosnli_snli,gemma,0,GPP-rbf,0,1024,1.1991831964638664,0.22044677497502846,0.41859121208519234,0.35161376792688775,0.4835164835164835,0.4835164835164835,0.5732743144035339,0.26794949173927307,-0.01849927920141497,-0.014855489311596012,-0.01849927920141496,-0.014855489311596,-0.01941764095968915,-0.009815280180859684,-0.02245026270216527,-0.013543371108419461,-0.020702095318446984,-0.007707963510588304,-0.019403450227648205,-0.020041968030892813,-0.39999999999999997
chaosnli_snli,gemma,0,GPP-laplace,0,1024,1.0718759598485976,0.194089613193149,0.3931816064394437,0.40738432192934443,0.5318681318681319,0.5318681318681319,0.619223952293396,0.32749512791633606,-0.01241904573077179,-0.006909623175123836,-0.01241904573077178,-0.006909623175123818,-0.004686382481952803,0.0035315319586093075,-0.017083671879984406,-0.007802629796217011,-0.0048728286847422204,0.006976839808076361,-0.009038683232940914,0.0007962999858699927,0.39999999999999997
