dataset,model,layer,heldout,seed,method,auroc,id_acc
chaosnli_snli,qwen,0,1,0,GPP neg-latent-var,0.4961541449770802,0.6018957345971564
chaosnli_snli,qwen,0,1,0,GPP -MI,0.49810620775386527,0.6018957345971564
chaosnli_snli,qwen,0,1,0,Maha,0.5066234169839173,0.6018957345971564
chaosnli_snli,qwen,0,1,0,MSP,0.5227255069536166,0.6018957345971564
chaosnli_snli,qwen,0,1,0,kNN,0.49133711444332223,0.6018957345971564
chaosnli_snli,qwen,0,1,0,LPE -var,0.5404591717815244,0.6018957345971564
chaosnli_snli,qwen,0,1,1,GPP neg-latent-var,0.49621241550773054,0.6018957345971564
chaosnli_snli,qwen,0,1,1,GPP -MI,0.4980188019578898,0.6018957345971564
chaosnli_snli,qwen,0,1,1,Maha,0.5066234169839173,0.6018957345971564
chaosnli_snli,qwen,0,1,1,MSP,0.5227255069536166,0.6018957345971564
chaosnli_snli,qwen,0,1,1,kNN,0.49133711444332223,0.6018957345971564
chaosnli_snli,qwen,0,1,1,LPE -var,0.5158301608266646,0.6018957345971564
chaosnli_snli,qwen,0,1,2,GPP neg-latent-var,0.4962221272628389,0.6018957345971564
chaosnli_snli,qwen,0,1,2,GPP -MI,0.49801880195788983,0.6018957345971564
chaosnli_snli,qwen,0,1,2,Maha,0.5066234169839173,0.6018957345971564
chaosnli_snli,qwen,0,1,2,MSP,0.5227255069536166,0.6018957345971564
chaosnli_snli,qwen,0,1,2,kNN,0.49133711444332223,0.6018957345971564
chaosnli_snli,qwen,0,1,2,LPE -var,0.5106829306192214,0.6018957345971564
chaosnli_snli,qwen,0,0,0,GPP neg-latent-var,0.5402102938352218,0.7439024390243902
chaosnli_snli,qwen,0,0,0,GPP -MI,0.5418787209525638,0.7439024390243902
chaosnli_snli,qwen,0,0,0,Maha,0.5344248127520645,0.7439024390243902
chaosnli_snli,qwen,0,0,0,MSP,0.5387459189552525,0.7439024390243902
chaosnli_snli,qwen,0,0,0,kNN,0.5157240253504898,0.7439024390243902
chaosnli_snli,qwen,0,0,0,LPE -var,0.5124591895525255,0.7439024390243902
chaosnli_snli,qwen,0,0,1,GPP neg-latent-var,0.540366333781448,0.7439024390243902
chaosnli_snli,qwen,0,0,1,GPP -MI,0.5483603802573459,0.7439024390243902
chaosnli_snli,qwen,0,0,1,Maha,0.521509506433647,0.7439024390243902
chaosnli_snli,qwen,0,0,1,MSP,0.5338726714038793,0.7439024390243902
chaosnli_snli,qwen,0,0,1,kNN,0.5084741693873631,0.7439024390243902
chaosnli_snli,qwen,0,0,1,LPE -var,0.5297916266564241,0.7439024390243902
chaosnli_snli,qwen,0,0,2,GPP neg-latent-var,0.5402102938352218,0.7439024390243902
chaosnli_snli,qwen,0,0,2,GPP -MI,0.5401022661801421,0.7439024390243902
chaosnli_snli,qwen,0,0,2,Maha,0.5272949875168043,0.7439024390243902
chaosnli_snli,qwen,0,0,2,MSP,0.5185807566737084,0.7439024390243902
chaosnli_snli,qwen,0,0,2,kNN,0.5069377760706741,0.7439024390243902
chaosnli_snli,qwen,0,0,2,LPE -var,0.531135970808527,0.7439024390243902
chaosnli_snli,qwen,0,2,0,GPP neg-latent-var,0.4565845206006931,0.6576819407008087
chaosnli_snli,qwen,0,2,0,GPP -MI,0.45321524836349636,0.6576819407008087
chaosnli_snli,qwen,0,2,0,Maha,0.46434989089975615,0.6576819407008087
chaosnli_snli,qwen,0,2,0,MSP,0.5259594403799256,0.6576819407008087
chaosnli_snli,qwen,0,2,0,kNN,0.4695802849441663,0.6576819407008087
chaosnli_snli,qwen,0,2,0,LPE -var,0.4648953921191118,0.6576819407008087
chaosnli_snli,qwen,0,2,1,GPP neg-latent-var,0.45658452060069316,0.660377358490566
chaosnli_snli,qwen,0,2,1,GPP -MI,0.45568604800410734,0.660377358490566
chaosnli_snli,qwen,0,2,1,Maha,0.4630984469259402,0.660377358490566
chaosnli_snli,qwen,0,2,1,MSP,0.5193813374406366,0.660377358490566
chaosnli_snli,qwen,0,2,1,kNN,0.4756128866640996,0.660377358490566
chaosnli_snli,qwen,0,2,1,LPE -var,0.44824156077525346,0.660377358490566
chaosnli_snli,qwen,0,2,2,GPP neg-latent-var,0.4567128738287768,0.6576819407008087
chaosnli_snli,qwen,0,2,2,GPP -MI,0.4548036195610319,0.6576819407008087
chaosnli_snli,qwen,0,2,2,Maha,0.44528943652932873,0.6576819407008087
chaosnli_snli,qwen,0,2,2,MSP,0.44737517648568853,0.6576819407008087
chaosnli_snli,qwen,0,2,2,kNN,0.4726286741111539,0.6576819407008087
chaosnli_snli,qwen,0,2,2,LPE -var,0.475452445128995,0.6576819407008087
chaosnli_snli,qwen,10,1,0,GPP neg-latent-var,0.4963289565690312,0.6303317535545023
chaosnli_snli,qwen,10,1,0,GPP -MI,0.4918421257089581,0.6303317535545023
chaosnli_snli,qwen,10,1,0,Maha,0.4851215911739569,0.6303317535545023
chaosnli_snli,qwen,10,1,0,MSP,0.512722399191982,0.6303317535545023
chaosnli_snli,qwen,10,1,0,kNN,0.4888120581151426,0.6303317535545023
chaosnli_snli,qwen,10,1,0,LPE -var,0.4826353818662108,0.6303317535545023
chaosnli_snli,qwen,10,1,1,GPP neg-latent-var,0.4963289565690312,0.6303317535545023
chaosnli_snli,qwen,10,1,1,GPP -MI,0.4918421257089581,0.6303317535545023
chaosnli_snli,qwen,10,1,1,Maha,0.4851215911739569,0.6303317535545023
chaosnli_snli,qwen,10,1,1,MSP,0.512722399191982,0.6303317535545023
chaosnli_snli,qwen,10,1,1,kNN,0.4888120581151426,0.6303317535545023
chaosnli_snli,qwen,10,1,1,LPE -var,0.5064486053919666,0.6303317535545023
chaosnli_snli,qwen,10,1,2,GPP neg-latent-var,0.4963289565690312,0.6303317535545023
chaosnli_snli,qwen,10,1,2,GPP -MI,0.4918421257089581,0.6303317535545023
chaosnli_snli,qwen,10,1,2,Maha,0.4851215911739569,0.6303317535545023
chaosnli_snli,qwen,10,1,2,MSP,0.512722399191982,0.6303317535545023
chaosnli_snli,qwen,10,1,2,kNN,0.4888120581151426,0.6303317535545023
chaosnli_snli,qwen,10,1,2,LPE -var,0.5226866599331832,0.6303317535545023
chaosnli_snli,qwen,10,0,0,GPP neg-latent-var,0.5266468215863261,0.6585365853658537
chaosnli_snli,qwen,10,0,0,GPP -MI,0.516204148261955,0.6585365853658537
chaosnli_snli,qwen,10,0,0,Maha,0.5397541770693297,0.6585365853658537
chaosnli_snli,qwen,10,0,0,MSP,0.49791146533512576,0.6585365853658537
chaosnli_snli,qwen,10,0,0,kNN,0.5236940656808142,0.6585365853658537
chaosnli_snli,qwen,10,0,0,LPE -var,0.49675917034760897,0.6585365853658537
chaosnli_snli,qwen,10,0,1,GPP neg-latent-var,0.525734588054542,0.676829268292683
chaosnli_snli,qwen,10,0,1,GPP -MI,0.5094344152102939,0.676829268292683
chaosnli_snli,qwen,10,0,1,Maha,0.5106587286345304,0.676829268292683
chaosnli_snli,qwen,10,0,1,MSP,0.5249663913961975,0.676829268292683
chaosnli_snli,qwen,10,0,1,kNN,0.5030727866333782,0.676829268292683
chaosnli_snli,qwen,10,0,1,LPE -var,0.5081620894949107,0.676829268292683
chaosnli_snli,qwen,10,0,2,GPP neg-latent-var,0.5259506433647013,0.698170731707317
chaosnli_snli,qwen,10,0,2,GPP -MI,0.5124591895525255,0.698170731707317
chaosnli_snli,qwen,10,0,2,Maha,0.5134434415210294,0.698170731707317
chaosnli_snli,qwen,10,0,2,MSP,0.5273189936623774,0.698170731707317
chaosnli_snli,qwen,10,0,2,kNN,0.509002304589975,0.698170731707317
chaosnli_snli,qwen,10,0,2,LPE -var,0.5275590551181102,0.698170731707317
chaosnli_snli,qwen,10,2,0,GPP neg-latent-var,0.47516365036580666,0.6037735849056604
chaosnli_snli,qwen,10,2,0,GPP -MI,0.44564240790655885,0.6037735849056604
chaosnli_snli,qwen,10,2,0,Maha,0.4899242715954306,0.6037735849056604
chaosnli_snli,qwen,10,2,0,MSP,0.4970157874470544,0.6037735849056604
chaosnli_snli,qwen,10,2,0,kNN,0.4903093312796817,0.6037735849056604
chaosnli_snli,qwen,10,2,0,LPE -var,0.4585098190219484,0.6037735849056604
chaosnli_snli,qwen,10,2,1,GPP neg-latent-var,0.4728853805673212,0.5956873315363881
chaosnli_snli,qwen,10,2,1,GPP -MI,0.4773777435502503,0.5956873315363881
chaosnli_snli,qwen,10,2,1,Maha,0.47965601334873575,0.5956873315363881
chaosnli_snli,qwen,10,2,1,MSP,0.47837248106789887,0.5956873315363881
chaosnli_snli,qwen,10,2,1,kNN,0.4991015274034142,0.5956873315363881
chaosnli_snli,qwen,10,2,1,LPE -var,0.4638364779874214,0.5956873315363881
chaosnli_snli,qwen,10,2,2,GPP neg-latent-var,0.47161789243999486,0.5902964959568733
chaosnli_snli,qwen,10,2,2,GPP -MI,0.4789179822872545,0.5902964959568733
chaosnli_snli,qwen,10,2,2,Maha,0.48032986779617515,0.5902964959568733
chaosnli_snli,qwen,10,2,2,MSP,0.4419843409061738,0.5902964959568733
chaosnli_snli,qwen,10,2,2,kNN,0.4812925170068027,0.5902964959568733
chaosnli_snli,qwen,10,2,2,LPE -var,0.4077782056218714,0.5902964959568733
chaosnli_snli,qwen,19,1,0,GPP neg-latent-var,0.4967756973040167,0.7109004739336493
chaosnli_snli,qwen,19,1,0,GPP -MI,0.5022628389402534,0.7109004739336493
chaosnli_snli,qwen,19,1,0,Maha,0.48502447362287315,0.7109004739336493
chaosnli_snli,qwen,19,1,0,MSP,0.559435941263305,0.7109004739336493
chaosnli_snli,qwen,19,1,0,kNN,0.4710201227565846,0.7109004739336493
chaosnli_snli,qwen,19,1,0,LPE -var,0.5681182503301996,0.7109004739336493
chaosnli_snli,qwen,19,1,1,GPP neg-latent-var,0.4967756973040167,0.7109004739336493
chaosnli_snli,qwen,19,1,1,GPP -MI,0.5022919742055785,0.7109004739336493
